"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","PROLIFIC_PID","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","id","session","researcher","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt"
"1075","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.47749499999918044]",1,6,14,3,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1076","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4258550000085961]",1,7,15,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1077","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.38413999999465887]",2,0,16,6,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1078","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4176900000020396]",2,1,17,2,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1079","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.517745000004652]",2,2,18,3,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1080","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.3978100000094855,0.751155000005383]",2,3,19,5,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1081","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.48821999999927357]",2,4,20,0,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1082","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4468649999907939]",2,5,21,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1083","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4780100000061793]",2,6,22,7,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1084","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.48944000000483356]",2,7,23,4,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1085","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.45450500000151806]",3,0,24,7,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1086","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.36776999999710824]",3,1,25,6,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1087","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4769900000101188]",3,2,26,2,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1088","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5013699999981327]",3,3,27,3,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1089","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.39153999999689404,0.7361399999936111]",3,4,28,0,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1090","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.38804000000527594]",3,5,29,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1091","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.44245499999669846]",3,6,30,4,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1092","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4675699999934295]",3,7,31,5,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1093","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.37385999999241903]",NA,NA,NA,NA,NA,"",0,0,0,72,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1094","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4804100000037579]",NA,NA,NA,NA,NA,"",0,1,1,47,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1095","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4508150000037858]",NA,NA,NA,NA,NA,"",0,2,2,185,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1096","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.434320000000298]",NA,NA,NA,NA,NA,"",0,3,3,108,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1097","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.490814999997383]",NA,NA,NA,NA,NA,"",0,4,4,105,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1098","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4845449999993434]",NA,NA,NA,NA,NA,"",0,5,5,203,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1099","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4875649999885354]",NA,NA,NA,NA,NA,"",0,6,6,161,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1100","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.47194499999750406]",NA,NA,NA,NA,NA,"",0,7,7,41,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1101","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.584324999988894]",NA,NA,NA,NA,NA,"",0,8,8,117,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1102","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6073499999911292]",NA,NA,NA,NA,NA,"",0,9,9,96,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1103","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4843050000054063]",NA,NA,NA,NA,NA,"",0,10,10,93,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1104","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4858700000040699]",NA,NA,NA,NA,NA,"",0,11,11,152,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1105","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5123600000079023]",NA,NA,NA,NA,NA,"",0,12,12,147,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1106","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5009850000060396]",NA,NA,NA,NA,NA,"",0,13,13,61,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1107","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.3950549999863142]",NA,NA,NA,NA,NA,"",0,14,14,189,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
